FECHA_ENCUESTA;ID_HOGAR;ID_MUNICIPIO;NOM_MUNICIPIO;ID_MACROZONA;NOM_MACROZONA;ID_BARRIO;NOM_BARRIO;ESTRATO_EPM;ID_SIT;NOM_SIT;HOGARES_EN_VIVIENDA;MIEMBROS_HOGAR;MIEMBROS_PRESENTES;TIPO_VIVIENDA;DESC_TIPO_VIVIENDA;VIVIENDA_ES;DESC_VIVIENDA_ES;#CELDAS_PARQUEO;CELDA_PROPIA;CELDA_ALQUILADA;CELDAS_OTRO_TIPO;VEH_EN_HOGAR;TIPO_VEH_1;DES_TIPO_VEH_1;MODELO_VEH_1;MATRICULA_AMVA_VEH_1;DIGITO_PYP_1;TIPO_COMBUSTUBLE_1;DES_TIPO_COMBUSTUBLE_1;TIPO_VEH_2;DESC_TIPO_VEH_2;MODELO_VEH_2;MATRICULA_AMVA_VEH_2;DIGITO_PYP_2;TIPO_COMBUSTUBLE_2;DESC_TIPO_COMBUSTUBLE_2;TIPO_VEH_3;DESC_TIPO_VEH_3;MODELO_VEH_3;MATRICULA_AMVA_VEH_3;DIGITO_PYP_3;TIPO_COMBUSTUBLE_3;DESC_TIPO_COMBUSTUBLE_3;TIPO_VEH_4;DESC_TIPO_VEH_4;MODELO_VEH_4;MATRICULA_AMVA_VEH_4;DIGITO_PYP_4;TIPO_COMBUSTUBLE_4;DESC_TIPO_COMBUSTUBLE_4;TIPO_VEH_5;DESC_TIPO_VEH_5;MODELO_VEH_5;MATRICULA_AMVA_VEH_5;DIGITO_PYP_5;TIPO_COMBUSTUBLE_5;DESC_TIPO_COMBUSTUBLE_5;TIPO_VEH_6;DESC_TIPO_VEH_6;MODELO_VEH_6;MATRICULA_AMVA_VEH_6;DIGITO_PYP_6;TIPO_COMBUSTUBLE_6;DESC_TIPO_COMBUSTUBLE_6;TIPO_VEH_7;DESC_TIPO_VEH_7;MODELO_VEH_7;MATRICULA_AMVA_VEH_7;DIGITO_PYP_7;TIPO_COMBUSTUBLE_7;DESC_TIPO_COMBUSTUBLE_7
17/05/2017;156;129;Caldas;24;Urbana Caldas;00;;ESTRATO 2;606;CaldasUrbana Caldas;1;6;3;1;Casa;1;Propia;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;616;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;460;CaldasUrbana Caldas;1;5;3;1;Casa;2;Alquilada;1;FALSO;FALSO;VERDADERO;1;06;Moto 4 tiempos;2015;1;-;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2017;939;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;459;CaldasUrbana Caldas;1;2;1;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/05/2017;969;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;459;CaldasUrbana Caldas;1;3;3;1;Casa;1;Propia;0;FALSO;FALSO;FALSO;1;02;Automóvil mediano 1300-1800cc;1987;1;0;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/05/2017;1024;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 3;459;CaldasUrbana Caldas;2;1;1;3;Otra;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2017;1185;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;2;1;1;Casa;1;Propia;1;FALSO;FALSO;VERDADERO;1;02;Automóvil mediano 1300-1800cc;1983;1;0;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;1238;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;462;CaldasUrbana Caldas;1;5;4;2;Apartamento;1;Propia;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;1282;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;462;CaldasUrbana Caldas;1;3;3;2;Apartamento;1;Propia;0;FALSO;FALSO;FALSO;1;06;Moto 4 tiempos;2017;1;-;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;1454;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;460;CaldasUrbana Caldas;1;4;2;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;1569;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;3;2;1;Casa;1;Propia;0;FALSO;FALSO;FALSO;1;09;Bicicleta sin motor;----;-;-;-;No responde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2017;1595;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;2;2;1;Casa;1;Propia;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2017;1901;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;4;2;1;Casa;1;Propia;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;1926;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;460;CaldasUrbana Caldas;1;2;2;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2017;1994;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;3;2;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;1;09;Bicicleta sin motor;----;-;-;-;No responde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2017;2240;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;4;2;1;Casa;1;Propia;0;FALSO;FALSO;FALSO;1;09;Bicicleta sin motor;----;-;-;-;No responde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2017;2312;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;3;3;1;Casa;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;2335;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;2;2;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;1;05;Moto 2 tiempos;2005;2;4;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2017;2343;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;3;3;1;Casa;1;Propia;0;FALSO;FALSO;FALSO;1;09;Bicicleta sin motor;----;-;-;-;No responde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/05/2017;2397;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 3;459;CaldasUrbana Caldas;1;5;5;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;2;09;Bicicleta sin motor;----;-;-;-;No responde;09;Bicicleta sin motor;----;-;-;-;No responde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/05/2017;2527;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 3;459;CaldasUrbana Caldas;1;2;1;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2017;2565;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 3;459;CaldasUrbana Caldas;1;4;4;1;Casa;1;Propia;1;FALSO;FALSO;VERDADERO;1;01;Automóvil Compacto < 1300cc;2007;1;3;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/05/2017;2604;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;3;3;1;Casa;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;2617;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;462;CaldasUrbana Caldas;1;2;2;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;1;06;Moto 4 tiempos;2013;1;6;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;2862;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;460;CaldasUrbana Caldas;1;1;1;1;Casa;1;Propia;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;2993;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;460;CaldasUrbana Caldas;1;6;5;1;Casa;2;Alquilada;0;FALSO;FALSO;FALSO;1;09;Bicicleta sin motor;----;-;-;-;No responde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;3000;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;4;2;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;3111;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;460;CaldasUrbana Caldas;1;4;3;1;Casa;2;Alquilada;0;FALSO;FALSO;FALSO;3;02;Automóvil mediano 1300-1800cc;2008;1;2;G;Gasolina;06;Moto 4 tiempos;2012;1;-;G;Gasolina;06;Moto 4 tiempos;2012;1;-;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/05/2017;3177;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 3;459;CaldasUrbana Caldas;1;3;3;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;3312;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;4;2;1;Casa;2;Alquilada;1;FALSO;FALSO;VERDADERO;1;06;Moto 4 tiempos;2013;1;-;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/05/2017;3349;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 3;459;CaldasUrbana Caldas;1;3;3;2;Apartamento;1;Propia;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2017;3365;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;3;3;2;Apartamento;1;Propia;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2017;3428;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;459;CaldasUrbana Caldas;1;2;2;1;Casa;1;Propia;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;3493;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;460;CaldasUrbana Caldas;1;4;4;1;Casa;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2017;3549;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;459;CaldasUrbana Caldas;1;3;3;2;Apartamento;1;Propia;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/05/2017;3604;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 3;459;CaldasUrbana Caldas;2;2;2;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;3745;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;2;1;1;Casa;1;Propia;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2017;3969;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 3;459;CaldasUrbana Caldas;1;3;2;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;1;06;Moto 4 tiempos;2011;1;7;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2017;4043;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;459;CaldasUrbana Caldas;1;4;4;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;4102;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;462;CaldasUrbana Caldas;1;4;3;1;Casa;2;Alquilada;1;FALSO;FALSO;VERDADERO;1;06;Moto 4 tiempos;2015;1;3;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;4173;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;462;CaldasUrbana Caldas;1;2;1;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;4234;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;462;CaldasUrbana Caldas;1;1;1;2;Apartamento;1;Propia;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2017;4289;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;459;CaldasUrbana Caldas;1;2;2;2;Apartamento;1;Propia;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;4322;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;460;CaldasUrbana Caldas;1;5;3;1;Casa;2;Alquilada;1;FALSO;FALSO;VERDADERO;1;06;Moto 4 tiempos;2014;1;-;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/05/2017;4346;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 3;459;CaldasUrbana Caldas;1;3;3;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;1;09;Bicicleta sin motor;----;-;-;-;No responde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;4606;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;3;2;1;Casa;1;Propia;0;FALSO;FALSO;FALSO;2;09;Bicicleta sin motor;;;;;;09;Bicicleta sin motor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;4622;129;Caldas;24;Urbana Caldas;00;;ESTRATO 2;606;CaldasUrbana Caldas;1;3;3;1;Casa;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/05/2017;4789;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 3;459;CaldasUrbana Caldas;1;3;2;1;Casa;1;Propia;1;FALSO;VERDADERO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2017;4945;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 3;459;CaldasUrbana Caldas;1;3;2;1;Casa;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;5066;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;4;2;1;Casa;1;Propia;1;FALSO;FALSO;VERDADERO;1;02;Automóvil mediano 1300-1800cc;2014;1;7;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;5188;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;4;2;2;Apartamento;1;Propia;0;FALSO;FALSO;FALSO;1;09;Bicicleta sin motor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2017;5270;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;4;2;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;5289;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;3;3;1;Casa;1;Propia;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2017;5354;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;3;3;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;1;09;Bicicleta sin motor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;5382;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 3;461;CaldasUrbana Caldas;3;3;2;1;Casa;2;Alquilada;0;FALSO;FALSO;FALSO;2;06;Moto 4 tiempos;1999;2;0;G;Gasolina;09;Bicicleta sin motor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2017;5500;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 3;459;CaldasUrbana Caldas;1;3;2;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/05/2017;5661;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 3;459;CaldasUrbana Caldas;1;3;3;1;Casa;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/05/2017;5815;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 1;461;CaldasUrbana Caldas;1;3;3;1;Casa;2;Alquilada;0;FALSO;FALSO;FALSO;1;06;Moto 4 tiempos;2015;1;5;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;5924;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;460;CaldasUrbana Caldas;1;3;2;1;Casa;3;Proporcionada por otros;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2017;6000;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 1;461;CaldasUrbana Caldas;1;3;2;1;Casa;1;Propia;1;FALSO;FALSO;VERDADERO;2;05;Moto 2 tiempos;2007;1;8;G;Gasolina;06;Moto 4 tiempos;2012;1;-;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;6069;129;Caldas;24;Urbana Caldas;00;;ESTRATO 2;606;CaldasUrbana Caldas;1;3;2;1;Casa;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;6108;129;Caldas;24;Urbana Caldas;00;;ESTRATO 2;606;CaldasUrbana Caldas;1;2;1;2;Apartamento;1;Propia;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;6263;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;2;1;1;Casa;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2017;6335;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 3;459;CaldasUrbana Caldas;1;1;1;1;Casa;1;Propia;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;6481;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;460;CaldasUrbana Caldas;1;2;2;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;6700;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;4;4;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;1;02;Automóvil mediano 1300-1800cc;2016;1;9;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2017;6930;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;459;CaldasUrbana Caldas;1;2;1;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/05/2017;6999;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 3;459;CaldasUrbana Caldas;1;4;3;1;Casa;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;7097;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;462;CaldasUrbana Caldas;1;3;3;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;1;06;Moto 4 tiempos;2015;1;1;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;7190;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;462;CaldasUrbana Caldas;1;2;2;2;Apartamento;1;Propia;1;FALSO;FALSO;VERDADERO;1;06;Moto 4 tiempos;2012;1;7;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/05/2017;7214;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;459;CaldasUrbana Caldas;1;2;2;1;Casa;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;7239;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;462;CaldasUrbana Caldas;1;2;2;2;Apartamento;1;Propia;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2017;7301;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;2;1;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;7333;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;460;CaldasUrbana Caldas;1;3;2;1;Casa;3;Proporcionada por otros;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2017;7341;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;460;CaldasUrbana Caldas;1;4;4;1;Casa;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;8012;129;Caldas;24;Urbana Caldas;00;;ESTRATO 2;606;CaldasUrbana Caldas;1;8;8;1;Casa;2;Alquilada;0;FALSO;FALSO;FALSO;2;06;Moto 4 tiempos;2014;2;4;G;Gasolina;06;Moto 4 tiempos;2016;2;6;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;8053;129;Caldas;24;Urbana Caldas;00;;ESTRATO 2;606;CaldasUrbana Caldas;2;1;1;2;Apartamento;1;Propia;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;8091;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;462;CaldasUrbana Caldas;1;4;3;1;Casa;3;Proporcionada por otros;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;8128;129;Caldas;24;Urbana Caldas;00;;ESTRATO 2;606;CaldasUrbana Caldas;1;5;3;1;Casa;2;Alquilada;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;8182;129;Caldas;24;Urbana Caldas;00;;ESTRATO 2;606;CaldasUrbana Caldas;1;3;3;2;Apartamento;2;Alquilada;0;FALSO;FALSO;FALSO;1;06;Moto 4 tiempos;2017;1;9;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;8216;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;462;CaldasUrbana Caldas;1;4;4;1;Casa;2;Alquilada;0;FALSO;FALSO;FALSO;1;09;Bicicleta sin motor;----;-;-;-;No responde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;8527;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;3;3;2;Apartamento;1;Propia;0;FALSO;FALSO;FALSO;1;01;Automóvil Compacto < 1300cc;1988;1;0;G;Gasolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/05/2017;8676;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;459;CaldasUrbana Caldas;1;4;4;1;Casa;1;Propia;0;FALSO;FALSO;FALSO;1;03;Camioneta Pick up (<1,5 Ton);2008;1;1;D;ACPM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2017;8786;129;Caldas;24;Urbana Caldas;00;.;ESTRATO 2;461;CaldasUrbana Caldas;1;3;2;1;Casa;3;Proporcionada por otros;0;FALSO;FALSO;FALSO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
