zone_id,municipality,nearest_charger_min,network_penalty_min,access_screen,disadvantage_screen,proposal_reduction_screen,proposal_reduction_relative,post_disadvantage_screen,binding_constraint
131,Medellín,25.53169130442078,0.0,0.09647384352580626,1.0,0.01664736039265169,0.07664752437389641,1.0,vulnerability
431,Medellín,17.284137262472687,0.0,0.24336486089516804,0.6812964457505681,0.0,0.0,0.6994554647249702,mobility pressure
374,Medellín,12.414932165678886,0.0,0.289879360003887,0.65262463423328,0.03874113764968179,0.17837135871625562,0.6211923119298896,mobility pressure
351,Medellín,13.666210518598833,0.0,0.32593389404615214,0.6228423055805933,0.014924400631535994,0.06871469915893615,0.6177055041113575,topography
38,Medellín,5.484586441316194,0.0,0.3921835694964561,0.6000799875754987,0.15369475878407796,0.7076390786399204,0.4380454326831998,mobility pressure
138,Medellín,12.029439087777108,0.0,0.3232633706646357,0.5927400115700856,0.03172024966667275,0.14604589268972454,0.568100012089354,mobility pressure
43,Medellín,4.265528188970845,0.0,0.4011370744835258,0.5888691255295095,0.1626679338247065,0.7489532351437589,0.4165064329684661,mobility pressure
49,Medellín,5.891296928027438,0.0,0.41320114509729894,0.5856758437560369,0.16180220509426035,0.7449672600460284,0.41422936322026455,mobility pressure
