charger_records,zone_records,candidate_leads,mean_nearest_min,median_nearest_min,max_nearest_min,mean_nearest_km,median_nearest_km,max_nearest_km,access_gini,mean_slope_pct,top_disadvantage_zone,top_disadvantage_municipality
70,485,20,3.9889839829107303,2.8161069236809317,46.62546899073239,1.8615258586916739,1.3141832310511015,21.75855219567511,0.23245274321193166,18.641099413539173,131,Medellín
