mean_nearest_network_min,max_nearest_network_min,mean_network_penalty_min,access_gini,mean_current_disadvantage_raw,mean_post_proposal_disadvantage_raw,mean_proposal_reduction,top_quartile_mean_proposal_reduction,max_proposal_reduction
3.9889839829107303,46.62546899073239,0.0,0.23245274321193166,0.20147252161705734,0.15604162369011546,0.052670574612396485,0.12381313131401324,0.217193712760294
