objectid,comuna,barrio,codigo_barrio,manzana,estrato,fecha_sincronizacion,st_area(shape),st_perimeter(shape)
4882,03,09,0309,0309056,1,1778724905000,250.0202171728165,91.25947734099766
4883,03,09,0309,0309057,1,1778724905000,416.53285978762335,105.11905467513925
4884,03,09,0309,0309057,1,1778724905000,1109.8098624438992,183.64739517149633
4885,03,09,0309,0309057,1,1778724905000,535.016950641725,135.10299219979615
4886,03,09,0309,0309057,2,1778724905000,80.43648026901101,37.51078831639083
4887,03,09,0309,0309058,1,1778724905000,46.067918103431644,27.241305879242454
4888,03,09,0309,0309058,1,1778724905000,1288.1965713883837,158.37163667434945
4889,03,09,0309,0309058,1,1778724905000,1020.5525510840521,148.9003355307498
4890,03,09,0309,0309058,2,1778724905000,130.89561495501744,56.1534040211374
4891,03,09,0309,0309058,2,1778724905000,148.5522172801519,60.39210830805177
4892,03,09,0309,0309059,1,1778724905000,105.57799203021261,45.666048710121615
4893,03,09,0309,0309059,1,1778724905000,119.35595023031743,51.13573534150117
4894,03,09,0309,0309059,1,1778724905000,126.77093392470768,45.336532238082874
4895,03,09,0309,0309059,2,1778724905000,280.1024490562766,79.80321192775858
4896,03,09,0309,0309059,2,1778724905000,1729.8408926881004,330.29575227195113
4897,03,09,0309,0309059,2,1778724905000,174.8136804149792,54.9861532169488
4898,03,09,0309,0309059,2,1778724905000,3271.500700050934,318.58494030143515
4899,03,09,0309,0309059,2,1778724905000,670.9622591330304,151.84434226672224
4900,03,09,0309,0309059,2,1778724905000,151.94736318145394,50.92604369915951
4901,03,11,0311,0311018,1,1778724905000,57625.81120328439,2101.8253571881432
4902,03,11,0311,0311018,2,1778724905000,192.15970184599308,53.85695655381162
4903,03,11,0311,0311018,2,1778724905000,140.38558344777903,50.042352993257566
4904,03,11,0311,0311018,2,1778724905000,63.407815543347965,33.61874397756819
4905,03,11,0311,0311018,2,1778724905000,44.635371704425395,26.798439908969108
4906,03,11,0311,0311019,1,1778724905000,917.4146720659518,145.70012296727234
4907,03,11,0311,0311019,1,1778724905000,703.5101510626395,111.92084629123838
4908,03,11,0311,0311019,1,1778724905000,1113.356141675253,191.77188820603521
4909,03,11,0311,0311019,1,1778724905000,801.295270025464,117.01191179072592
4910,03,11,0311,0311019,1,1778724905000,1570.7611954306906,177.93397228278903
4911,03,11,0311,0311019,1,1778724905000,2574.8175104324637,333.132747138018
4912,03,11,0311,0311019,1,1778724905000,3592.0802665999863,390.36159906413985
4913,03,05,0305,0305021,2,1778724905000,1675.7003757800233,201.24199697361124
4914,03,05,0305,0305022,2,1778724905000,4971.293512297546,308.84295480863386
4915,03,05,0305,0305023,2,1778724905000,10557.642777439949,484.3900953055349
4916,03,05,0305,0305024,2,1778724905000,4195.78253932163,300.27423233057124
4917,03,05,0305,0305025,2,1778724905000,4139.549081821102,278.5514479640224
4918,03,05,0305,0305026,2,1778724905000,5934.1620100684295,467.5570824030262
4919,03,08,0308,0308050,2,1778724905000,3903.9430852381447,344.0232569549682
4920,03,08,0308,0308051,2,1778724905000,737.3169283393996,121.37552357329187
4921,03,08,0308,0308051,2,1778724905000,12320.696084323074,609.1526005341865
4922,03,08,0308,0308051,3,1778724905000,663.2026527654704,118.66963236765122
4923,03,08,0308,0308051,3,1778724905000,474.7611519148448,87.88223674822662
4924,03,08,0308,0308052,2,1778724905000,742.2584896691155,159.680248176827
4925,03,08,0308,0308052,2,1778724905000,270.2398823717111,65.88649742276941
4926,03,08,0308,0308052,3,1778724905000,751.3588794521978,134.11161608781396
4927,03,08,0308,0308052,3,1778724905000,123.19659626765308,51.97574793236787
4928,03,08,0308,0308052,3,1778724905000,1071.3581671755144,191.82525212954192
4929,03,08,0308,0308053,2,1778724905000,216.21197846362662,75.1350422043555
4930,03,08,0308,0308999,2,1778724905000,105.19060646038506,44.24198699944888
4931,03,08,0308,0308999,2,1778724905000,63.50272543830256,35.39233741082732
4932,03,09,0309,0309002,1,1778724905000,446.0391928358417,100.5068848219973
4933,03,09,0309,0309003,1,1778724905000,4797.468445229841,414.9771614646537
4934,03,09,0309,0309059,2,1778724905000,1405.7155201952778,247.7644196525507
4935,03,09,0309,0309060,2,1778724905000,5176.863492258617,382.77527820348337
4936,03,09,0309,0309061,1,1778724905000,233.61970450483582,63.10761271530147
4937,03,09,0309,0309061,1,1778724905000,378.56795046489907,77.43405116577746
4938,03,09,0309,0309061,1,1778724905000,706.1073644229643,108.26542292724092
4939,03,09,0309,0309062,2,1778724905000,1868.791730786176,247.83051655136205
4940,03,09,0309,0309999,2,1778724905000,84.46692165615315,38.7970349920208
4941,03,09,0309,0309999,2,1778724905000,436.81624153509017,114.26901314921894
4942,03,09,0309,0309999,2,1778724905000,385.7188624282742,97.87060839805591
4943,03,09,0309,0309999,2,1778724905000,174.29578248329193,71.30832969711648
4944,03,09,0309,0309999,2,1778724905000,23.609363936763334,20.861885363277256
4945,03,09,0309,0309999,2,1778724905000,12.858176051927103,15.686457878493444
4946,03,09,0309,0309999,2,1778724905000,102.43741626197038,40.387758566789344
4947,03,10,0310,0310001,1,1778724905000,5955.152788944109,603.6401242956714
4948,03,10,0310,0310001,1,1778724905000,114.39488325066426,44.892184701693054
4949,03,11,0311,0311019,1,1778724905000,1866.1492852509912,204.95071696190504
4950,03,11,0311,0311019,1,1778724905000,1090.0340885583653,138.25065515695667
4951,03,11,0311,0311019,1,1778724905000,8870.057102567705,570.8080466726487
4952,03,11,0311,0311019,1,1778724905000,85.44933066586036,38.801091963854795
4953,03,11,0311,0311019,1,1778724905000,24.436671843804664,19.798672332442223
4954,03,11,0311,0311019,1,1778724905000,182.2705983931219,61.59591293828355
4955,03,11,0311,0311019,1,1778724905000,37.43889228448876,26.719666773839606
4956,03,11,0311,0311019,1,1778724905000,46.71400035914148,27.398246211761958
4957,03,11,0311,0311019,1,1778724905000,227.704890970108,72.94060205745137
4958,03,11,0311,0311019,1,1778724905000,1944.8405885286957,316.1154124647103
4959,03,11,0311,0311019,1,1778724905000,529.6456611034993,139.2710472242329
4960,03,11,0311,0311019,1,1778724905000,8034.722302467538,884.836122359243
4961,03,11,0311,0311019,1,1778724905000,295.36535067680956,73.60194815524387
4962,03,11,0311,0311019,1,1778724905000,66.15308124491169,43.54065464153778
4963,03,11,0311,0311019,1,1778724905000,51.99384421076933,30.398341542921898
4964,03,11,0311,0311019,1,1778724905000,50.90824807113204,30.553730799167454
4965,03,11,0311,0311019,1,1778724905000,960.4874464378996,140.608010205086
4966,03,11,0311,0311020,1,1778724905000,2912.308217485315,298.09742661611017
4967,03,11,0311,0311021,1,1778724905000,1202.1311483149386,145.9491515272618
4968,03,11,0311,0311021,1,1778724905000,554.4234921933632,104.44866024558135
4969,03,05,0305,0305027,2,1778724905000,1110.966223541126,156.44064297189217
4970,03,05,0305,0305027,5,1778724905000,58.96724784220493,31.681943753312364
4971,03,05,0305,0305028,2,1778724905000,548.011194745052,96.59220164860874
4972,03,05,0305,0305029,2,1778724905000,1476.3407934540962,190.33860151063038
4973,03,05,0305,0305030,2,1778724905000,1468.4341614182272,165.09654409146523
4974,03,05,0305,0305031,2,1778724905000,1774.2576380460105,234.4211187952067
4975,03,05,0305,0305032,2,1778724905000,13738.421630571955,706.9076292794933
4976,03,05,0305,0305032,2,1778724905000,196.03756762860405,77.72839783037561
4977,03,05,0305,0305033,2,1778724905000,3578.2344450058135,323.9786421797554
4978,03,05,0305,0305034,2,1778724905000,884.8580365608356,133.19097448153394
4979,03,05,0305,0305035,2,1778724905000,1368.1070011885201,168.72146189902557
4980,03,05,0305,0305036,1,1778724905000,490.25484902564904,156.54869296981073
4981,03,05,0305,0305036,1,1778724905000,266.40683912324306,87.71249681432414
4982,03,05,0305,0305036,1,1778724905000,27.656942934811976,22.537804234555136
4983,03,05,0305,0305036,1,1778724905000,179.84009187341553,57.17011558933994
4984,03,05,0305,0305036,1,1778724905000,273.0555649063716,78.31304461199416
4985,03,05,0305,0305036,1,1778724905000,73.50306791113547,42.67408168996193
4986,03,05,0305,0305036,1,1778724905000,55.245413553350694,30.227780856236766
4987,03,05,0305,0305036,1,1778724905000,94.71845245668932,44.6960818158308
4988,03,05,0305,0305036,1,1778724905000,255.78105428655712,77.8193468553317
4989,03,05,0305,0305036,1,1778724905000,86.55499211481761,39.86686842953515
4990,03,05,0305,0305036,1,1778724905000,488.8408229865905,165.60823825697548
4991,03,05,0305,0305036,1,1778724905000,202.67358163898874,62.6114134303188
4992,03,09,0309,0309004,2,1778724905000,2513.5495373230046,304.36861755544186
4993,03,09,0309,0309004,2,1778724905000,6204.977605032253,462.8167757785361
4994,03,09,0309,0309005,2,1778724905000,7908.845769515605,403.29923607887713
4995,03,09,0309,0309006,2,1778724905000,957.3526608219153,133.65599144741944
4996,03,09,0309,0309007,1,1778724905000,77.22216685137046,39.804626272155495
4997,03,10,0310,0310001,1,1778724905000,5195.69366986544,356.5569107678442
4998,03,10,0310,0310002,1,1778724905000,5778.564764502003,713.1113848647753
4999,03,10,0310,0310003,1,1778724905000,7880.297528194952,740.9002363031371
5000,03,10,0310,0310004,1,1778724905000,1439.9271344435701,251.11269211785546
5001,03,10,0310,0310004,1,1778724905000,3644.8193667821943,472.2662964089007
5002,03,10,0310,0310005,1,1778724905000,466.2680734838754,96.71432087911226
5003,03,10,0310,0310005,1,1778724905000,3847.1569593216695,441.27827195507854
5004,03,10,0310,0310005,1,1778724905000,1092.7817196702883,166.16531445135826
5005,03,10,0310,0310005,1,1778724905000,1066.5228626018152,195.91416382381195
5006,03,10,0310,0310005,1,1778724905000,539.966721675797,176.61122586167556
5007,03,03,0303,0303045,3,1778724905000,2262.328744726673,363.305271198513
5008,03,03,0303,0303046,2,1778724905000,1479.388349196718,270.5899365523221
5009,03,03,0303,0303046,3,1778724905000,413.98938141065383,89.254639543354
5010,03,03,0303,0303046,3,1778724905000,101.01972559756754,40.48008730785859
5011,03,03,0303,0303046,3,1778724905000,82.79313843828648,38.669620984952246
5012,03,03,0303,0303046,3,1778724905000,1462.8947652514921,205.58232922475042
5013,03,03,0303,0303047,2,1778724905000,53.925617215902726,35.964645596475464
5014,03,03,0303,0303047,2,1778724905000,1555.4878187244599,302.54677600887527
5015,03,03,0303,0303047,3,1778724905000,794.8333548198452,153.42653749142082
5016,03,03,0303,0303047,3,1778724905000,301.80287591941885,73.04537156082691
5017,03,03,0303,0303047,3,1778724905000,849.049547085633,133.06631109033373
5018,03,03,0303,0303048,2,1778724905000,217.0445325448845,63.81134101107272
5019,03,03,0303,0303048,2,1778724905000,835.1964237038542,269.05754675751376
5020,03,03,0303,0303048,2,1778724905000,61.49850478165679,43.86934816351714
5021,03,03,0303,0303048,2,1778724905000,78.2200557166986,42.21348671265142
5022,03,03,0303,0303048,3,1778724905000,115.62207909563885,56.964057582957174
5023,03,03,0303,0303048,3,1778724905000,702.5979408335264,164.22541704896804
5024,03,03,0303,0303045,2,1778724905000,88.7819453956992,39.18523443474485
5025,03,05,0305,0305036,1,1778724905000,343.234468876447,118.43656611884765
5026,03,05,0305,0305036,1,1778724905000,136.77757255689394,59.50842867124748
5027,03,05,0305,0305036,2,1778724905000,1100.9930684992287,199.3503304013244
5028,03,05,0305,0305036,2,1778724905000,43.50991751930774,26.48077051667544
5029,03,05,0305,0305036,2,1778724905000,18.15103314274265,17.54428009420384
5030,03,05,0305,0305036,2,1778724905000,59.73829243177926,32.164966185621935
5031,03,05,0305,0305036,2,1778724905000,107.56566730971008,45.18229606324022
5032,03,05,0305,0305037,1,1778724905000,41.92218341458053,25.82792503539785
5033,03,05,0305,0305037,1,1778724905000,68.61650061922207,38.43923844394361
5034,03,05,0305,0305037,1,1778724905000,16.519830812620366,16.276786780428896
5035,03,05,0305,0305037,1,1778724905000,31.399599078306256,26.647549932455167
5036,03,05,0305,0305037,1,1778724905000,70.55989819003467,35.84946420904744
5037,03,05,0305,0305037,1,1778724905000,37.67369137219018,25.898448360771685
5038,03,05,0305,0305037,1,1778724905000,37.255215293567254,24.657391048770428
5039,03,05,0305,0305037,1,1778724905000,35.15226905963164,23.720043741499936
5040,03,05,0305,0305037,1,1778724905000,113.07295520869899,44.23661660015874
5041,03,05,0305,0305037,1,1778724905000,80.77883844834359,38.455371465383095
5042,03,05,0305,0305037,1,1778724905000,72.60091963722336,39.97730750657041
5043,03,05,0305,0305037,1,1778724905000,31.786148051799184,22.2990759068574
5044,03,05,0305,0305037,1,1778724905000,150.80619311690594,53.3531125182841
5045,03,05,0305,0305037,1,1778724905000,166.6319901427311,57.308525743936414
5046,03,05,0305,0305037,1,1778724905000,122.6577873033145,74.76908674801925
5047,03,05,0305,0305037,1,1778724905000,336.6226549817087,129.668199113419
5048,03,05,0305,0305037,1,1778724905000,207.5959763247008,70.68378248246216
5049,03,05,0305,0305037,1,1778724905000,233.25389403301847,92.8396246539342
5050,03,05,0305,0305037,1,1778724905000,16.12164888908516,18.611734365871555
5051,03,05,0305,0305037,1,1778724905000,34.11765493290704,27.429937384969328
5052,03,05,0305,0305037,1,1778724905000,33.67358839652372,24.761831012641967
5053,03,05,0305,0305037,1,1778724905000,10.65409658401397,13.293999506413119
5054,03,05,0305,0305037,1,1778724905000,808.8286550926588,146.45748809211543
5055,03,05,0305,0305037,1,1778724905000,113.28369098661977,70.22186931681912
5056,03,05,0305,0305037,1,1778724905000,42.74051741369585,27.997308979514393
5057,03,05,0305,0305037,1,1778724905000,37.11617672208875,27.366651129403078
5058,03,05,0305,0305037,1,1778724905000,19.710111450068478,18.46631626846868
5059,03,06,0306,0306003,2,1778724905000,492.46987529867715,107.1984206373583
5060,03,06,0306,0306003,2,1778724905000,536.7741833853399,151.04544075603147
5061,03,06,0306,0306003,2,1778724905000,62.16439273193726,31.698915664206815
5062,03,06,0306,0306003,2,1778724905000,59.99628805430913,33.998647791247144
5063,03,06,0306,0306003,2,1778724905000,77.35079953674331,40.122662689880215
5064,03,06,0306,0306003,2,1778724905000,96.75373751016798,44.323780613680086
5065,03,06,0306,0306002,3,1778724905000,7933.2301254601225,406.4510061189426
5066,03,06,0306,0306003,1,1778724905000,32.07614142559017,23.658546731965696
5067,03,06,0306,0306003,2,1778724905000,255.84597851806907,69.06053848512741
5068,03,06,0306,0306003,2,1778724905000,27.46193743326666,22.591762291489868
5069,03,06,0306,0306003,2,1778724905000,611.0821288783252,137.2964977108478
5070,03,06,0306,0306003,2,1778724905000,362.0256757992008,91.12422616109512
5071,03,06,0306,0306003,2,1778724905000,1172.182036934382,172.63533843955145
5072,03,06,0306,0306003,3,1778724905000,892.1421293820864,163.47829727341724
5073,03,06,0306,0306003,3,1778724905000,2311.3264273992777,256.3324439409498
5074,03,10,0310,0310005,1,1778724905000,31.219178294010636,28.011003969292506
5075,03,10,0310,0310005,1,1778724905000,16.236728172543888,17.198177715545555
5076,03,10,0310,0310005,1,1778724905000,72.4466752908431,38.187792887767735
5077,03,10,0310,0310005,1,1778724905000,53.03814653871578,34.98527041139124
5078,03,10,0310,0310005,2,1778724905000,84.83245833147178,37.03353987529904
5079,03,10,0310,0310006,1,1778724905000,22.46842251606573,21.231282644960725
5080,03,10,0310,0310006,1,1778724905000,765.3268402727427,157.70412873649556
5081,03,10,0310,0310006,1,1778724905000,2270.076681328692,296.74182809554617
5082,03,10,0310,0310006,1,1778724905000,5192.035500562254,486.19167671535735
5083,03,10,0310,0310006,1,1778724905000,70.30224799068223,36.17599060366839
5084,03,10,0310,0310005,1,1778724905000,1191.787792402319,202.75421459536935
5085,03,10,0310,0310005,1,1778724905000,500.6126182028332,104.27008247034905
5086,03,10,0310,0310005,1,1778724905000,24.474623713757325,20.79793885561573
5087,03,10,0310,0310005,1,1778724905000,45.222272050226486,27.203232465313707
5088,03,10,0310,0310005,1,1778724905000,11835.795085630514,811.5630443501166
5089,03,03,0303,0303048,3,1778724905000,127.15677472041737,53.14262050553791
5090,03,03,0303,0303048,3,1778724905000,71.69889471869475,35.003510826933365
5091,03,03,0303,0303048,3,1778724905000,81.78346747589397,40.37501321567543
5092,03,03,0303,0303048,3,1778724905000,64.45124698969353,47.42425778529319
5093,03,03,0303,0303048,3,1778724905000,141.0719685975545,52.763736431204265
5094,03,03,0303,0303048,3,1778724905000,88.26821586347215,41.69349494252567
5095,03,03,0303,0303049,2,1778724905000,623.5206083801663,181.48713171455552
5096,03,03,0303,0303049,3,1778724905000,1938.32653292082,193.27580503507673
5097,03,03,0303,0303049,3,1778724905000,548.8745515182217,100.2784750164189
5098,03,03,0303,0303049,3,1778724905000,648.9560810729209,108.98967955950184
5099,03,03,0303,0303050,2,1778724905000,318.3018507963546,126.424255060259
5100,03,03,0303,0303050,3,1778724905000,1969.373513729255,216.02709707395096
5101,03,03,0303,0303050,3,1778724905000,1213.704324796594,158.85136768878314
5102,03,03,0303,0303051,3,1778724905000,3493.7942845044813,243.8016302060852
5103,03,03,0303,0303999,3,1778724905000,243.82275851280136,62.59616586634621
5104,03,03,0303,0303999,3,1778724905000,30.28427806660259,36.33067021645855
5105,03,04,0304,0304001,1,1778724905000,28.22234599692905,21.717082772759944
5106,03,04,0304,0304001,2,1778724905000,90.7700583297645,45.79735771174742
5107,03,04,0304,0304001,2,1778724905000,31.045630016040572,22.79860886317488
5108,03,04,0304,0304001,2,1778724905000,1212.1469020400527,207.97949065020825
5109,03,04,0304,0304001,2,1778724905000,981.5407358692366,169.2392033864352
5110,03,04,0304,0304001,2,1778724905000,967.4812990912443,230.10417623860798
5111,03,05,0305,0305037,1,1778724905000,27.78943435659361,21.147791507099598
5112,03,05,0305,0305037,1,1778724905000,48.326358294975634,28.925403283712036
5113,03,05,0305,0305037,1,1778724905000,36.531055131714695,25.810790101596282
5114,03,05,0305,0305037,1,1778724905000,18.42672952386372,20.140099003639975
5115,03,05,0305,0305037,1,1778724905000,160.64792698786385,83.4838747123253
5116,03,05,0305,0305037,1,1778724905000,46.94795634204269,31.54654950971445
5117,03,05,0305,0305037,1,1778724905000,69.97250522816769,43.35075106679869
5118,03,05,0305,0305037,1,1778724905000,28.597821654078647,25.131372187504134
5119,03,05,0305,0305037,1,1778724905000,140.88048886946385,60.74549549868899
5120,03,05,0305,0305037,1,1778724905000,51.027967506301145,35.567499082029954
5121,03,05,0305,0305037,1,1778724905000,29.39239953428395,22.907663938293233
5122,03,05,0305,0305037,1,1778724905000,45.12466867449435,30.650106104955768
5123,03,05,0305,0305037,1,1778724905000,76.72991340512526,39.84785543455362
5124,03,05,0305,0305037,1,1778724905000,64.29941831126409,36.7820089545455
5125,03,05,0305,0305037,1,1778724905000,62.192631308113164,32.598137686762314
5126,03,05,0305,0305038,1,1778724905000,594.9718160499841,148.58916006084817
5127,03,05,0305,0305038,1,1778724905000,57.53979107336112,30.398485697272736
5128,03,05,0305,0305038,1,1778724905000,57.64677051285434,35.86376523085214
5129,03,05,0305,0305038,1,1778724905000,63.16951330007839,34.19733016941462
5130,03,05,0305,0305038,1,1778724905000,60.69332898260871,34.5975829096543
5131,03,05,0305,0305038,1,1778724905000,87.25146713884705,38.0934935517603
5132,03,05,0305,0305038,1,1778724905000,96.40068430905038,49.13201104942159
5133,03,05,0305,0305038,1,1778724905000,166.8771165262896,78.49476408049645
5134,03,05,0305,0305038,2,1778724905000,25.859930686389724,21.17743166050646
5135,03,05,0305,0305039,1,1778724905000,382.42180953491015,119.52379133839922
5136,03,05,0305,0305039,2,1778724905000,6563.937533345103,401.26749386593286
5137,03,05,0305,0305040,1,1778724905000,141.4535718484723,57.611479844242766
5138,03,05,0305,0305040,1,1778724905000,370.6259804301613,124.64434663543595
5139,03,05,0305,0305040,1,1778724905000,279.01598177402326,97.27019684019817
5140,03,05,0305,0305040,1,1778724905000,216.4555034665816,68.77464810078614
5141,03,05,0305,0305040,1,1778724905000,267.1110359342441,103.96503234663892
5142,03,05,0305,0305040,1,1778724905000,154.92638388502803,54.92765669624379
5143,03,06,0306,0306003,3,1778724905000,3643.6492064836098,408.76017491564306
5144,03,06,0306,0306003,3,1778724905000,31179.693780504575,1769.8862997525905
5145,03,06,0306,0306004,3,1778724905000,3753.126175025832,289.8169216066888
5146,03,06,0306,0306005,3,1778724905000,3498.8356184154377,252.89617146844986
5147,03,10,0310,0310006,1,1778724905000,4708.400415660412,502.84925724274615
5148,03,10,0310,0310006,1,1778724905000,64.08980972316225,32.325051623042484
5149,03,10,0310,0310006,1,1778724905000,296.96756790842994,81.1466220015887
5150,03,10,0310,0310006,1,1778724905000,44.84216657967521,29.998302019835126
5151,03,10,0310,0310006,1,1778724905000,383.3824434282264,116.5643852493741
5152,03,10,0310,0310006,1,1778724905000,25.08691170114922,23.49920765115498
5153,03,10,0310,0310006,1,1778724905000,5511.518384619466,666.0312091412341
5154,03,10,0310,0310006,1,1778724905000,310.22834391777866,72.57691556769004
5155,03,10,0310,0310006,2,1778724905000,37.438157430754494,25.645149603018552
5156,03,10,0310,0310006,2,1778724905000,41.481167566562725,29.087534246642996
5157,03,10,0310,0310006,2,1778724905000,300.7358337670893,105.51548923925823
5158,03,10,0310,0310007,1,1778724905000,25.133398452384792,20.07066959709993
5159,03,10,0310,0310007,1,1778724905000,801.3946665862155,121.96681578431887
5160,03,10,0310,0310007,1,1778724905000,27966.415206192985,1353.1208111922515
5161,03,10,0310,0310007,2,1778724905000,84.57186623577661,42.71325298898126
5162,03,04,0304,0304001,2,1778724905000,7719.922335255062,988.9837335328117
5163,03,04,0304,0304001,2,1778724905000,617.1391766308687,108.80707207432836
5164,03,04,0304,0304002,1,1778724905000,118.95051846127659,62.040634168955634
5165,03,04,0304,0304002,2,1778724905000,2075.759680044513,252.8478717084601
5166,03,04,0304,0304003,2,1778724905000,4346.891300564925,306.961963463683
5167,03,04,0304,0304004,2,1778724905000,4318.438685689454,306.84635609713604
5168,03,04,0304,0304004,3,1778724905000,61.8170634051287,37.28596662003975
5169,03,04,0304,0304005,2,1778724905000,5390.688972308238,529.5678107110708
5170,03,05,0305,0305040,1,1778724905000,1222.5882069239005,309.77353808096194
5171,03,05,0305,0305040,2,1778724905000,42.127452510648794,25.96779987156497
5172,03,05,0305,0305040,2,1778724905000,68.84200712422496,34.49030573369874
5173,03,05,0305,0305040,2,1778724905000,68.05581285985465,33.24434404588228
5174,03,05,0305,0305040,2,1778724905000,273.8030720000594,91.04050438212687
5175,03,05,0305,0305040,2,1778724905000,267.2001649881052,91.57911086554891
5176,03,05,0305,0305040,2,1778724905000,50.21455091872785,36.70765563771332
5177,03,05,0305,0305040,2,1778724905000,314.7481609658534,82.81456896568685
5178,03,05,0305,0305041,1,1778724905000,60.04108668703678,31.257955965954178
5179,03,05,0305,0305041,1,1778724905000,231.1040760444089,88.9609161318046
5180,03,05,0305,0305041,2,1778724905000,921.9005679285287,147.0793011010327
5181,03,05,0305,0305042,1,1778724905000,961.126172585396,227.79261540025797
5182,03,05,0305,0305042,1,1778724905000,33.817324559315715,28.014666410651408
5183,03,05,0305,0305042,2,1778724905000,2816.1000585299735,311.9152784134589
5184,03,05,0305,0305043,1,1778724905000,39.03213094871728,26.360778094863342
5185,03,05,0305,0305043,1,1778724905000,114.36139111061512,60.018451957773706
5186,03,05,0305,0305043,1,1778724905000,106.36461948393743,58.80197312493982
5187,03,05,0305,0305043,1,1778724905000,14.186560456053474,15.19894482492475
5188,03,05,0305,0305043,1,1778724905000,90.8793528356345,41.66135418115118
5189,03,05,0305,0305043,1,1778724905000,221.63461287371823,86.24750430905976
5190,03,05,0305,0305043,1,1778724905000,62.694031613493934,34.796277939220225
5191,03,05,0305,0305043,1,1778724905000,7.19939164101756,10.79953048340655
5192,03,05,0305,0305043,1,1778724905000,148.7063851667104,56.4746896998548
5193,03,05,0305,0305043,1,1778724905000,30.15239691167648,26.196574389894575
5194,03,05,0305,0305043,1,1778724905000,100.82602222950126,48.71694813144974
5195,03,05,0305,0305043,1,1778724905000,85.55166405586704,45.47541457544145
5196,03,05,0305,0305043,1,1778724905000,37.72500269718932,25.198317520829352
5197,03,06,0306,0306006,3,1778724905000,3931.7536289063696,271.8128301618747
5198,03,06,0306,0306007,2,1778724905000,1282.9661601011858,195.29839548513004
5199,03,06,0306,0306007,2,1778724905000,2916.8531027144077,251.76097284940556
5200,03,06,0306,0306007,3,1778724905000,68.97459625759359,43.975578055532715
5201,03,06,0306,0306007,3,1778724905000,144.4643468486829,50.376247047851265
5202,03,06,0306,0306007,3,1778724905000,664.9621802035939,107.84636516528711
5203,03,06,0306,0306007,3,1778724905000,64.6459785545107,39.1279238902461
5204,03,06,0306,0306008,2,1778724905000,39200.31490151884,991.4112317724002
5205,03,06,0306,0306008,3,1778724905000,66.12617026307782,32.95082667070845
5206,03,06,0306,0306999,3,1778724905000,808.0689643317811,190.99549096324424
5207,03,10,0310,0310009,1,1778724905000,2742.8172770328606,240.39676562423796
5208,03,10,0310,0310010,1,1778724905000,3472.5605010392924,296.26401449414976
5209,03,10,0310,0310011,1,1778724905000,2775.9480196676627,335.3340962250665
5210,03,10,0310,0310011,1,1778724905000,721.2141643826253,118.68240686353349
5211,03,10,0310,0310011,1,1778724905000,2362.8687595652136,297.30354609092416
5212,03,10,0310,0310012,1,1778724905000,8477.292740109442,410.23331353936965
5213,03,10,0310,0310013,1,1778724905000,149.98258143600813,49.99709686279911
5214,03,10,0310,0310013,1,1778724905000,2353.4780027600113,267.5486173123386
5215,03,10,0310,0310013,1,1778724905000,100.1461615019117,41.737266642533456
5216,03,10,0310,0310008,1,1778724905000,1447.1458452246732,163.092240174311
5217,03,10,0310,0310013,1,1778724905000,41.99254229035243,28.99740584033962
5218,03,10,0310,0310013,1,1778724905000,678.0863656440367,123.21821473829296
5219,03,10,0310,0310013,1,1778724905000,80.5523022743886,38.155564626921226
5220,03,10,0310,0310013,1,1778724905000,32.75770959154759,24.577677758053955
5221,03,10,0310,0310013,1,1778724905000,16.0370112589772,16.9035823734368
5222,03,10,0310,0310013,1,1778724905000,10550.046433234726,1153.3398371862688
5223,03,10,0310,0310013,1,1778724905000,1267.1858632281746,220.24206153962368
5224,03,10,0310,0310013,1,1778724905000,308.9724409292363,74.4474826748185
5225,03,10,0310,0310015,1,1778724905000,4688.855465604797,418.91508575960114
5226,03,10,0310,0310017,1,1778724905000,2149.4658870782823,214.45099400134526
5227,04,05,0405,0405048,2,1778724905000,20.908781278306297,18.399443822427997
5228,04,05,0405,0405048,2,1778724905000,77.5245660777408,36.02100270428533
5229,04,05,0405,0405048,2,1778724905000,28.72282070901574,21.594596876271318
5230,04,05,0405,0405049,1,1778724905000,84.88413975101744,36.79494411422306
5231,04,05,0405,0405049,1,1778724905000,455.44469291241836,101.71996638447882
5232,04,05,0405,0405049,1,1778724905000,26.544883348299535,22.34415726274611
5233,04,05,0405,0405049,1,1778724905000,126.95705288252924,47.095859724330985
5234,04,05,0405,0405049,1,1778724905000,52.583276685155425,35.10465815331426
5235,04,05,0405,0405049,1,1778724905000,442.2144728734593,123.33923583017372
5236,04,05,0405,0405049,1,1778724905000,61.37423193049707,31.928902365107923
5237,04,05,0405,0405049,1,1778724905000,290.15294353776864,86.94660456330541
5238,04,05,0405,0405049,1,1778724905000,759.7219876357375,193.9824706535375
5239,04,05,0405,0405049,1,1778724905000,160.67741703229157,61.416562737582474
5240,04,05,0405,0405049,1,1778724905000,30.877571632582217,25.763138217470015
5241,04,05,0405,0405049,1,1778724905000,90.95922501037325,39.297665429277
5242,04,05,0405,0405049,1,1778724905000,75.20036779578426,40.73657462724166
5243,04,05,0405,0405049,1,1778724905000,117.11232382132411,55.11084675176944
5244,04,05,0405,0405049,1,1778724905000,31.051362403730288,22.610730708130085
5245,04,05,0405,0405049,1,1778724905000,404.99232062223064,123.97405750727792
5246,04,05,0405,0405049,1,1778724905000,90.74333635853513,39.32090305443763
5247,04,05,0405,0405049,1,1778724905000,1408.8402793941975,210.04844051428373
