objectid,comuna,barrio,codigo_barrio,manzana,estrato,fecha_sincronizacion,st_area(shape),st_perimeter(shape)
55,16,12,1612,,4,1778724905000,120553.20396469726,20198.772574131202
56,01,05,0105,,2,1778724905000,144595.7438972244,32625.07813570802
57,02,04,0204,,2,1778724905000,39640.06311292744,8413.521922143931
58,10,03,1003,,3,1778724905000,110757.91142474122,13123.667159976481
59,02,07,0207,,2,1778724905000,95298.34687461107,23082.318207549255
60,01,01,0101,0101003,2,1778724905000,3669.120101592573,305.22326698888793
61,01,01,0101,0101004,2,1778724905000,4687.467565143435,311.9629892039739
62,01,01,0101,0101005,2,1778724905000,1132.5678934573734,141.78976083400661
63,01,01,0101,0101006,2,1778724905000,3396.6324493744237,285.8662893524931
64,01,01,0101,0101007,2,1778724905000,4661.577973608103,338.7064451002632
65,01,01,0101,0101008,1,1778724905000,145.56469641071394,49.49014063806041
66,01,01,0101,0101008,1,1778724905000,43.14558315691592,27.144478653664297
67,01,01,0101,0101008,1,1778724905000,98.52279050782269,42.12915805138273
68,01,01,0101,0101008,1,1778724905000,75.57331858378984,34.86270561679451
69,01,01,0101,0101008,1,1778724905000,219.5421623322088,93.55318060735222
70,01,01,0101,0101008,1,1778724905000,178.75302864636882,59.10726347154045
71,01,01,0101,0101008,2,1778724905000,109.50848545088563,49.98748271313033
